title,company,location,salary,skills,link,salary_min,salary_max,mid_salary,is_remote,has_english
Data and Financial Engineering Analyst,Mindbox Sp. z o.o.,Kraków,16800  – 22680  PLN,Data,/pl/job/data-and-financial-engineering-analyst-mindbox-krakow,16800.0,22680.0,19740.0,False,False
Data and Financial Engineering Analyst,Mindbox Sp. z o.o.,Kraków,16800  – 22680  PLN,Python,/pl/job/data-and-financial-engineering-analyst-mindbox-krakow,16800.0,22680.0,19740.0,False,False
Data and Financial Engineering Analyst,Mindbox Sp. z o.o.,Kraków,16800  – 22680  PLN,SQL,/pl/job/data-and-financial-engineering-analyst-mindbox-krakow,16800.0,22680.0,19740.0,False,False
Data and Financial Engineering Analyst,Mindbox Sp. z o.o.,Kraków,16800  – 22680  PLN,Jira,/pl/job/data-and-financial-engineering-analyst-mindbox-krakow,16800.0,22680.0,19740.0,False,False
Data Quality Analyst Workday PRISM,Connectis_,Zdalnie,28500  – 32500  PLN,Data,/pl/job/data-quality-analyst-workday-prism-connectis--remote,28500.0,32500.0,30500.0,True,False
Data Quality Analyst Workday PRISM,Connectis_,Zdalnie,28500  – 32500  PLN,Workday prism,/pl/job/data-quality-analyst-workday-prism-connectis--remote,28500.0,32500.0,30500.0,True,False
Data Quality Analyst Workday PRISM,Connectis_,Zdalnie,28500  – 32500  PLN,Workday HCM,/pl/job/data-quality-analyst-workday-prism-connectis--remote,28500.0,32500.0,30500.0,True,False
Data Quality Analyst Workday PRISM,Connectis_,Zdalnie,28500  – 32500  PLN,Excel,/pl/job/data-quality-analyst-workday-prism-connectis--remote,28500.0,32500.0,30500.0,True,False
Senior Data Quality Management Analyst – BA,Mindbox Sp. z o.o.,Kraków,21000  – 25200  PLN,Testing,/pl/job/senior-data-quality-management-analyst-ba-mindbox-krakow,21000.0,25200.0,23100.0,False,False
Senior Data Quality Management Analyst – BA,Mindbox Sp. z o.o.,Kraków,21000  – 25200  PLN,GCP,/pl/job/senior-data-quality-management-analyst-ba-mindbox-krakow,21000.0,25200.0,23100.0,False,False
Senior Data Quality Management Analyst – BA,Mindbox Sp. z o.o.,Kraków,21000  – 25200  PLN,BigQuery,/pl/job/senior-data-quality-management-analyst-ba-mindbox-krakow,21000.0,25200.0,23100.0,False,False
Senior Data Quality Management Analyst – BA,Mindbox Sp. z o.o.,Kraków,21000  – 25200  PLN,Cloud,/pl/job/senior-data-quality-management-analyst-ba-mindbox-krakow,21000.0,25200.0,23100.0,False,False
Data Analyst,Mindbox Sp. z o.o.,Kraków,21000  – 26880  PLN,Data,/pl/job/data-analyst-mindbox-krakow-4,21000.0,26880.0,23940.0,False,False
Data Analyst,Mindbox Sp. z o.o.,Kraków,21000  – 26880  PLN,Excel,/pl/job/data-analyst-mindbox-krakow-4,21000.0,26880.0,23940.0,False,False
Data Analyst,Mindbox Sp. z o.o.,Kraków,21000  – 26880  PLN,Power Query,/pl/job/data-analyst-mindbox-krakow-4,21000.0,26880.0,23940.0,False,False
Data Analyst,Mindbox Sp. z o.o.,Kraków,21000  – 26880  PLN,Power Pivot,/pl/job/data-analyst-mindbox-krakow-4,21000.0,26880.0,23940.0,False,False
Data Analyst [M/F],Arche Solutions,Kraków,21840  – 26880  PLN,Data,/pl/job/data-analyst-m-f-arche-solutions-krakow,21840.0,26880.0,24360.0,False,True
